,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
695,Ford Ecosport Signature Edition Diesel,Ahmedabad,2018,13000,2,1,1,23.0,1498.0,98.96,5,1212000,1090000
696,Maruti Celerio ZXI MT,Bangalore,2015,48808,1,1,1,23.1,998.0,67.04,5,605000,430000
697,Hyundai i20 Active SX Dual Tone Petrol,Pune,2019,1000,1,1,1,17.19,1197.0,81.86,5,1025000,860000
698,Volkswagen Ameo 1.5 TDI Highline,Pune,2016,20000,2,1,1,21.66,1498.0,108.62,5,1003999,675000
699,Volkswagen Polo GT TSI,Kochi,2015,26323,1,2,1,17.21,1197.0,103.5,5,1083000,740000
700,Mahindra Bolero ZLX,Jaipur,2016,65000,2,1,1,15.96,2523.0,62.1,7,1115000,721000
701,Hyundai Xcent 1.2 CRDi S,Kolkata,2017,51000,2,1,1,25.4,1186.0,73.97,5,823000,420000
702,Toyota Innova Crysta 2.4 GX MT,Hyderabad,2016,73000,2,1,1,13.68,2393.0,147.8,7,1937000,1650000
703,Maruti Swift LDI,Jaipur,2015,39437,2,1,1,28.4,1248.0,74.0,5,701000,515000
704,Tata Zest Revotron 1.2T XM,Mumbai,2014,36000,1,1,1,17.57,1193.0,88.7,5,763000,370000
705,Hyundai Grand i10 1.2 Kappa Magna,Pune,2010,45252,1,1,1,18.9,1197.0,81.86,5,680000,225000
706,Maruti Ertiga VDI,Kochi,2018,51236,2,1,1,25.47,1248.0,88.5,7,1083000,849000
707,Maruti Dzire AMT VXI,Chennai,2017,42000,1,2,1,22.0,1197.0,81.8,5,813000,550000
708,Toyota Corolla Altis 1.8 VL CVT,Coimbatore,2016,82725,1,2,1,14.28,1798.0,138.03,5,2527000,1199000
709,BMW 3 Series Sport,Mumbai,2016,19000,2,2,2,21.76,1995.0,190.0,5,5730000,2999000
710,Maruti Wagon R VXI AMT,Delhi,2016,30000,1,2,1,22.5,998.0,67.0,5,568000,425000
711,Maruti Vitara Brezza ZDi Plus Dual Tone,Delhi,2016,22000,2,1,1,24.3,1248.0,88.5,5,1175000,825000
712,Honda WR-V Edge Edition i-VTEC S,Kochi,2019,13913,1,1,1,17.5,1199.0,88.7,5,936000,819999
713,Mercedes-Benz GLA Class 200 d Style,Kochi,2016,26212,2,2,1,17.9,2143.0,136.0,5,3872000,2446000
714,Tata Zest Revotron 1.2T XMS,Pune,2014,23500,1,1,2,17.57,1193.0,88.7,5,770000,390000
715,Maruti Wagon R VXI AMT1.2,Mumbai,2015,26000,1,2,1,21.5,1197.0,81.8,5,643000,365000
716,Hyundai Xcent 1.2 CRDi S,Kolkata,2016,26000,2,1,1,25.4,1186.0,73.97,5,823000,500000
717,Maruti Wagon R VXI,Jaipur,2017,35362,1,1,1,22.5,998.0,67.04,5,544000,385000
718,BMW 3 Series 320d,Bangalore,2010,58000,2,2,1,22.69,1995.0,190.0,5,4879000,1150000
719,Renault KWID Climber 1.0 AMT,Chennai,2018,14000,1,2,1,22.5,999.0,67.0,5,567000,450000
720,Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2016,47392,2,1,1,20.5,1582.0,126.2,5,1918000,1382000
721,Maruti Dzire LDI,Pune,2017,48000,2,1,1,28.4,1248.0,73.75,5,791000,600000
722,Renault KWID RXL,Jaipur,2016,26000,1,1,1,25.17,799.0,53.3,5,396000,254999
723,Maruti Alto K10 VXI,Jaipur,2016,35000,1,1,1,24.07,998.0,67.1,5,424000,300000
724,BMW X3 xDrive 20d Luxury Line,Mumbai,2018,1400,2,2,1,18.56,1995.0,190.0,5,7055000,6125000
725,Mini Cooper 3 DOOR S,Kochi,2016,21110,1,2,1,17.44,1998.0,189.08,4,3927000,2895000
726,Toyota Etios Liva 1.2 G,Coimbatore,2015,64005,1,1,1,17.71,1197.0,78.9,5,641000,457000
727,Nissan Micra XV CVT,Mumbai,2015,34895,1,2,1,19.15,1198.0,75.94,5,947000,459999
728,Toyota Innova Crysta 2.8 GX AT,Kochi,2017,20789,2,2,1,11.36,2755.0,171.5,7,2073999,1836000
729,BMW 5 Series 520d Luxury Line,Coimbatore,2016,75637,2,2,1,22.48,1995.0,190.0,5,7181999,3037000
730,Renault KWID RXT Optional,Kochi,2019,6568,1,1,1,25.17,799.0,53.3,5,478000,509000
731,BMW 3 Series 320d Luxury Line,Kochi,2016,62404,2,2,1,22.69,1995.0,190.0,5,5443000,2133000
732,BMW 3 Series Luxury Line,Coimbatore,2017,34232,2,2,1,21.76,1995.0,190.0,5,5507000,3584000
733,Renault Duster 110PS Diesel RxZ AWD,Chennai,2012,80000,2,1,1,19.72,1461.0,108.45,5,1594000,675000
734,Toyota Fortuner 2.8 2WD AT,Coimbatore,2019,28069,2,2,1,12.9,2755.0,174.5,7,3445000,3085000
735,Nissan Sunny XV D,Chennai,2012,70000,2,1,2,22.71,1461.0,84.8,5,1148000,400000
736,Maruti Wagon R ZXI AMT 1.2,Mumbai,2019,600,1,2,1,21.5,1197.0,81.8,5,680000,625000
737,Tata Tigor XE Diesel,Ahmedabad,2017,16235,2,1,1,24.7,1047.0,69.0,5,715000,550000
738,Skoda Superb Style 1.8 TSI AT,Kochi,2017,73641,1,2,1,14.67,1798.0,177.46,5,3336000,1707999
739,Hyundai Verna VTVT 1.6 AT SX Plus,Mumbai,2012,75059,1,2,1,17.0,1591.0,121.3,5,1370000,425000
740,Toyota Etios 1.4 VXD,Pune,2018,3000,2,1,1,23.59,1364.0,67.04,5,1063000,790000
741,Volkswagen Polo 1.5 TDI Highline,Coimbatore,2014,52951,2,1,1,20.14,1498.0,88.0,5,1032000,565000
742,Maruti Eeco 7 Seater Standard,Delhi,2016,126000,1,1,1,15.1,1196.0,73.0,7,443000,220000
743,Volkswagen Vento 1.5 TDI Highline,Hyderabad,2017,28000,2,1,1,20.64,1498.0,108.5,5,1420000,1000000
744,Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,46000,1,1,1,18.9,1197.0,81.86,5,654000,475000
745,Maruti Baleno Zeta,Coimbatore,2018,33150,1,1,1,21.4,1197.0,83.1,5,871000,739000
746,Honda City i-VTEC VX,Ahmedabad,2012,34000,1,1,1,17.4,1497.0,117.3,5,1268000,575000
747,Honda BRV i-VTEC V CVT,Mumbai,2017,16503,1,2,1,16.0,1497.0,117.3,7,1502000,950000
748,Honda City i-VTEC CVT V,Kochi,2019,22321,1,2,1,18.0,1497.0,117.3,5,1340000,1166000
749,Mahindra KUV 100 G80 K8 Dual Tone,Delhi,2018,42000,1,1,1,18.15,1198.0,82.0,6,796000,550000
750,Honda City i-VTEC V,Kochi,2018,11732,1,1,1,17.4,1497.0,117.3,5,1188000,1007000
751,Toyota Innova Crysta 2.4 VX MT,Kolkata,2017,31000,2,1,1,13.68,2393.0,147.8,7,2136000,1695000
752,Volvo S60 D4 Momentum,Hyderabad,2014,51000,2,2,1,27.03,1969.0,190.0,5,4567000,2150000
753,Honda Brio 1.2 S Option MT,Delhi,2012,40315,1,1,1,18.5,1198.0,86.8,5,592000,275000
754,Tata Tiago 1.2 Revotron XZ,Coimbatore,2019,20712,1,1,1,23.84,1199.0,84.0,5,659000,694000
755,Nissan Terrano XL D Option,Kochi,2015,58817,2,1,1,19.87,1461.0,83.14,5,1506000,625000
756,Tata Tiago 1.2 Revotron XZ,Hyderabad,2017,22000,1,1,1,23.84,1199.0,84.0,5,642000,480000
757,Renault KWID RXL,Kochi,2019,7858,1,1,1,25.17,799.0,53.3,5,404000,380000
758,Honda Amaze VX Petrol,Mumbai,2014,21000,1,1,1,19.5,1199.0,86.76,5,899000,475000
759,Volkswagen Vento 1.5 TDI Highline AT,Pune,2016,19000,2,2,1,21.5,1498.0,108.5,5,1568000,1000000
760,Skoda Rapid 1.6 MPI Ambition,Coimbatore,2019,21214,1,1,1,15.41,1598.0,103.52,5,1244000,966000
761,Maruti Celerio VXI AMT,Kolkata,2016,30000,1,2,1,23.1,998.0,67.04,5,577000,380000
762,Renault KWID RXT Optional,Kochi,2017,21954,1,1,1,25.17,799.0,53.3,5,478000,370000
763,Nissan Micra XV CVT,Coimbatore,2017,54387,1,2,1,19.15,1198.0,75.94,5,951000,585000
764,Renault KWID RXT Optional,Mumbai,2018,1617,1,1,1,25.17,799.0,53.3,5,478000,429000
765,Honda City i-DTEC SV,Hyderabad,2015,82000,2,1,1,25.6,1498.0,98.6,5,1333000,800000
766,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2016,28147,1,1,1,18.9,1197.0,81.86,5,662000,507000
767,Renault Duster 110PS Diesel RxZ,Bangalore,2014,70000,2,1,1,19.6,1461.0,108.45,5,1501000,825000
768,Skoda Superb L&K 2.0 TDI AT,Mumbai,2017,35000,2,2,1,18.19,1968.0,174.5,5,4072999,2575000
769,Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,21248,2,1,1,24.3,1248.0,88.5,5,1175000,944000
770,Mercedes-Benz C-Class Progressive C 220d,Ahmedabad,2019,4000,2,2,1,0.0,1950.0,194.0,5,4914000,3500000
771,Mitsubishi Pajero Sport 4X4,Jaipur,2014,70000,2,1,2,13.5,2477.0,175.56,7,3321000,1185000
772,Hyundai Creta 1.6 SX,Hyderabad,2018,9900,1,1,1,15.8,1591.0,121.3,5,1472000,1320000
773,Tata Zest Quadrajet 1.3 75PS XE,Hyderabad,2016,125000,2,1,1,22.95,1248.0,74.0,5,809000,459999
774,Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,34686,2,2,1,19.6,1461.0,108.45,5,1505000,1186000
775,Skoda Superb Style 2.0 TDI AT,Mumbai,2017,42000,2,2,1,18.19,1968.0,174.5,5,3694000,2299000
776,Mahindra NuvoSport N6,Coimbatore,2018,37323,2,1,2,17.45,1493.0,100.0,7,1052000,729000
777,Maruti Dzire LDI,Pune,2018,27000,2,1,1,28.4,1248.0,73.75,5,791000,590000
778,Renault KWID RXL,Pune,2018,1000,1,1,1,25.17,799.0,53.3,5,445000,340000
779,Maruti Ertiga VXI AT Petrol,Mumbai,2017,28000,1,2,1,18.69,1462.0,103.0,7,1065000,800000
780,Toyota Corolla Altis 1.8 G CVT,Delhi,2010,109703,1,2,2,14.28,1798.0,138.03,5,2046000,400000
781,Hyundai Verna VTVT 1.6 AT SX Option,Mumbai,2018,8000,1,2,1,17.0,1591.0,121.3,5,1514000,1285000
782,Mercedes-Benz GLA Class 200 Sport,Kochi,2018,17773,1,2,1,13.7,1991.0,183.0,5,3922000,2676000
783,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2013,65000,2,1,2,20.14,1498.0,88.0,5,1015000,350000
784,Volkswagen Ameo 1.2 MPI Highline,Ahmedabad,2016,34005,1,1,1,17.0,1198.0,73.75,5,809000,575000
785,Maruti Baleno Alpha,Mumbai,2017,6000,1,1,1,21.4,1197.0,83.1,5,877999,750000
786,Tata Hexa XTA,Jaipur,2016,39000,2,2,1,17.6,2179.0,153.86,7,2100000,1350000
787,Tata Tiago 1.2 Revotron XT,Kochi,2017,15386,1,1,1,23.84,1199.0,84.0,5,556000,511000
788,Audi A4 35 TDI Premium Plus,Coimbatore,2013,58629,2,2,2,18.25,1968.0,187.74,5,5314000,1652000
789,Tata Bolt Revotron XT,Chennai,2016,10000,1,1,1,17.57,1193.0,88.7,5,777000,400000
790,Volkswagen Vento 1.6 Highline,Mumbai,2011,38000,1,1,1,16.09,1598.0,103.5,5,1191000,325000
791,Maruti Vitara Brezza VDi,Pune,2016,37208,2,1,1,24.3,1248.0,88.5,5,993000,743000
792,Honda Brio 1.2 VX MT,Delhi,2013,33746,1,1,1,18.5,1198.0,86.8,5,663000,320000
793,Maruti Swift VDI,Delhi,2014,27365,2,1,1,28.4,1248.0,74.0,5,788000,475000
